,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_batch_size,param_lr,param_max_epochs,param_module__activation_fun,param_module__hidden_layers,param_module__num_units,param_optimizer,param_optimizer__momentum,param_optimizer__nesterov,param_optimizer__weight_decay,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
22,27.719214510917663,9.223067748996291,0.009408903121948243,0.01548529952586865,1227,0.006878206723193037,1000,tanh,2,102,<class 'torch.optim.sgd.SGD'>,0.9,True,0.001,"{'batch_size': 1227, 'lr': 0.006878206723193037, 'max_epochs': 1000, 'module__activation_fun': 'tanh', 'module__hidden_layers': 2, 'module__num_units': 102, 'optimizer': <class 'torch.optim.sgd.SGD'>, 'optimizer__momentum': 0.9, 'optimizer__nesterov': True, 'optimizer__weight_decay': 0.001}",0.9551018329086987,0.9828466531452159,0.8793555560069721,0.8575452777732738,0.8289465767960248,0.8483532928549273,0.8841895351437958,0.965212258084705,0.8218963444521128,1.019919931177239,0.9043367258342965,0.0668130646952206,1
28,18.19585566520691,7.174137054248885,0.008894515037536622,0.015738181304498583,662,0.07495902597035271,1000,sigmoid,1,112,<class 'torch.optim.sgd.SGD'>,0.9,False,0.0001,"{'batch_size': 662, 'lr': 0.07495902597035271, 'max_epochs': 1000, 'module__activation_fun': 'sigmoid', 'module__hidden_layers': 1, 'module__num_units': 112, 'optimizer': <class 'torch.optim.sgd.SGD'>, 'optimizer__momentum': 0.9, 'optimizer__nesterov': False, 'optimizer__weight_decay': 0.0001}",0.9686904048836099,0.9540033062719682,0.8892146252275352,0.812757850834649,0.8321143891464293,0.8312944106210736,0.8992378994017477,0.9193087648917289,0.8048993611124023,1.012715652841458,0.8924236665232602,0.06799964022403485,2
46,28.24394679069519,10.114720559137982,0.0034332513809204102,0.0008443545992083559,750,0.052956418750290626,1000,sigmoid,2,28,<class 'torch.optim.sgd.SGD'>,0.8,True,0.001,"{'batch_size': 750, 'lr': 0.052956418750290626, 'max_epochs': 1000, 'module__activation_fun': 'sigmoid', 'module__hidden_layers': 2, 'module__num_units': 28, 'optimizer': <class 'torch.optim.sgd.SGD'>, 'optimizer__momentum': 0.8, 'optimizer__nesterov': True, 'optimizer__weight_decay': 0.001}",0.9427692475777278,0.9406113612965172,0.8443971383068155,0.8427842968621302,0.8542559958002449,0.8230470619629544,0.9092623938918518,0.946887668209795,0.8012639691894714,0.9722502069000963,0.8877529339997604,0.05797526196875341,3
37,11.086837267875671,5.360469252555715,0.007912087440490722,0.012871394198565672,412,0.07781762169159073,1000,sigmoid,1,68,<class 'torch.optim.sgd.SGD'>,0.9,False,0.001,"{'batch_size': 412, 'lr': 0.07781762169159073, 'max_epochs': 1000, 'module__activation_fun': 'sigmoid', 'module__hidden_layers': 1, 'module__num_units': 68, 'optimizer': <class 'torch.optim.sgd.SGD'>, 'optimizer__momentum': 0.9, 'optimizer__nesterov': False, 'optimizer__weight_decay': 0.001}",0.9556856625386976,0.9273803752766216,0.8729284981687314,0.8128697984165836,0.8184315113865989,0.810310451917904,0.8852942707707553,0.943923391211887,0.8185626153962953,0.9962360494353011,0.8841622624519377,0.06511786072590482,4
68,16.97669768333435,10.289903322894709,0.003851151466369629,0.0007971553801012736,1118,0.021207825289877025,1000,tanh,1,85,<class 'torch.optim.sgd.SGD'>,0.9,True,0.0001,"{'batch_size': 1118, 'lr': 0.021207825289877025, 'max_epochs': 1000, 'module__activation_fun': 'tanh', 'module__hidden_layers': 1, 'module__num_units': 85, 'optimizer': <class 'torch.optim.sgd.SGD'>, 'optimizer__momentum': 0.9, 'optimizer__nesterov': True, 'optimizer__weight_decay': 0.0001}",0.9434961222368259,0.9512739510168767,0.845713595765972,0.8254115871173766,0.8322983588792177,0.8248686799940129,0.8952596470173514,0.9193465786440514,0.8149731104263387,0.959958577764349,0.8812600208862372,0.05564988684418254,5
80,17.346262335777283,5.44717066102061,0.00944845676422119,0.013866136991410333,745,0.025232536673832073,1000,sigmoid,1,113,<class 'torch.optim.sgd.SGD'>,0.95,True,0.0001,"{'batch_size': 745, 'lr': 0.025232536673832073, 'max_epochs': 1000, 'module__activation_fun': 'sigmoid', 'module__hidden_layers': 1, 'module__num_units': 113, 'optimizer': <class 'torch.optim.sgd.SGD'>, 'optimizer__momentum': 0.95, 'optimizer__nesterov': True, 'optimizer__weight_decay': 0.0001}",0.9305711343463139,0.9013362234443576,0.8463435691251753,0.8140632789110135,0.8373108555082822,0.8114954981316694,0.9103312584883649,0.9137891050631898,0.8025067389357777,0.9295432316588316,0.8697290893612977,0.049472033052369635,6
11,30.23005723953247,9.314095722612892,0.0035200119018554688,0.0007596666726648004,368,0.03310147617817082,1000,sigmoid,1,42,<class 'torch.optim.sgd.SGD'>,0.8,True,0.0001,"{'batch_size': 368, 'lr': 0.03310147617817082, 'max_epochs': 1000, 'module__activation_fun': 'sigmoid', 'module__hidden_layers': 1, 'module__num_units': 42, 'optimizer': <class 'torch.optim.sgd.SGD'>, 'optimizer__momentum': 0.8, 'optimizer__nesterov': True, 'optimizer__weight_decay': 0.0001}",0.911956686462783,0.933882368059393,0.8463673943358564,0.8308309999346983,0.8377766643793518,0.809649128290625,0.8825999834869014,0.8947879272326111,0.802275664293834,0.9269534786620026,0.8677080295138057,0.04600603894144239,7
86,33.32630636692047,6.045705122877743,0.003526759147644043,0.0008718808167854165,1288,0.03150304048875128,1000,sigmoid,1,123,<class 'torch.optim.sgd.SGD'>,0.9,True,0.001,"{'batch_size': 1288, 'lr': 0.03150304048875128, 'max_epochs': 1000, 'module__activation_fun': 'sigmoid', 'module__hidden_layers': 1, 'module__num_units': 123, 'optimizer': <class 'torch.optim.sgd.SGD'>, 'optimizer__momentum': 0.9, 'optimizer__nesterov': True, 'optimizer__weight_decay': 0.001}",0.9090358879598183,0.9204690896066582,0.8420772748900652,0.787564359940729,0.828024547610374,0.7900566953300173,0.8520022136471121,0.9163250718036308,0.7983000013773447,0.9451039202662708,0.8588959062432021,0.056407025892546175,8
18,10.156894493103028,3.164556795183447,0.004266023635864258,0.00042062960908199773,921,0.026642900734015075,1000,tanh,2,29,<class 'torch.optim.sgd.SGD'>,0.85,False,0.001,"{'batch_size': 921, 'lr': 0.026642900734015075, 'max_epochs': 1000, 'module__activation_fun': 'tanh', 'module__hidden_layers': 2, 'module__num_units': 29, 'optimizer': <class 'torch.optim.sgd.SGD'>, 'optimizer__momentum': 0.85, 'optimizer__nesterov': False, 'optimizer__weight_decay': 0.001}",0.9471495630597346,0.9676219610590945,0.7996732850225398,0.814592579932693,0.7813979950981678,0.8088448369247992,0.8446079193661268,0.8680257274779967,0.7949362717550075,0.9155486781220334,0.8542398817818192,0.06400178768428787,9
66,23.725124835968018,7.412583462876346,0.008625197410583495,0.013928558620837956,826,0.004765647720674094,1000,tanh,2,97,<class 'torch.optim.sgd.SGD'>,0.9,True,0.01,"{'batch_size': 826, 'lr': 0.004765647720674094, 'max_epochs': 1000, 'module__activation_fun': 'tanh', 'module__hidden_layers': 2, 'module__num_units': 97, 'optimizer': <class 'torch.optim.sgd.SGD'>, 'optimizer__momentum': 0.9, 'optimizer__nesterov': True, 'optimizer__weight_decay': 0.01}",0.9024362929767673,0.9115488473044525,0.8140932406809391,0.8083094000371879,0.7974021390459003,0.7932327949969353,0.846507574013295,0.9262347659792689,0.7842897307289215,0.9551933176962402,0.8539248103459908,0.060504252952004504,10
