,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_batch_size,param_lr,param_max_epochs,param_module__activation_fun,param_module__hidden_layers,param_module__num_units,param_optimizer,param_optimizer__momentum,param_optimizer__nesterov,param_optimizer__weight_decay,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
887,4.296034455299377,0.2396729517976495,0.005232024192810059,0.001916498155917674,697,0.014029450874601775,1000,tanh,2,50,<class 'torch.optim.sgd.SGD'>,0.95,False,0.051280329419305055,"{'batch_size': 697, 'lr': 0.014029450874601775, 'max_epochs': 1000, 'module__activation_fun': 'tanh', 'module__hidden_layers': 2, 'module__num_units': 50, 'optimizer': <class 'torch.optim.sgd.SGD'>, 'optimizer__momentum': 0.95, 'optimizer__nesterov': False, 'optimizer__weight_decay': 0.051280329419305055}",1.21150486787459,1.2504448680893372,1.3118705433002091,1.3717102016833491,1.3160889553452344,1.3991143347457387,1.3617009083579357,1.2715543190339453,1.4206061048951364,1.1522151418030262,1.3066810245128502,0.08136882879282284,351
373,3.5696501970291137,0.8352772356027589,0.0030747413635253905,0.000821697554132212,1120,0.2579585809998355,1000,sigmoid,1,13,<class 'torch.optim.sgd.SGD'>,0.9,False,0.01303780472904199,"{'batch_size': 1120, 'lr': 0.2579585809998355, 'max_epochs': 1000, 'module__activation_fun': 'sigmoid', 'module__hidden_layers': 1, 'module__num_units': 13, 'optimizer': <class 'torch.optim.sgd.SGD'>, 'optimizer__momentum': 0.9, 'optimizer__nesterov': False, 'optimizer__weight_decay': 0.01303780472904199}",1.3387873709986085,1.262254722416401,1.3201722493745331,1.432400343841628,1.3093488893954826,1.4267628384768067,1.3379818852010525,1.2534414762280937,1.435080933167522,1.2713667763905092,1.3387597485490639,0.06684011852004794,350
102,2.781924295425415,0.9172466308336168,0.008800458908081055,0.015806701221416627,1302,0.02646464229341688,1000,tanh,1,93,<class 'torch.optim.sgd.SGD'>,0.9,True,0.08224228743545574,"{'batch_size': 1302, 'lr': 0.02646464229341688, 'max_epochs': 1000, 'module__activation_fun': 'tanh', 'module__hidden_layers': 1, 'module__num_units': 93, 'optimizer': <class 'torch.optim.sgd.SGD'>, 'optimizer__momentum': 0.9, 'optimizer__nesterov': True, 'optimizer__weight_decay': 0.08224228743545574}",1.2318342677072476,1.2905281471242582,1.4240980002664982,1.5058822876080535,1.374776422361234,1.432185084075856,1.3895059368832219,1.277805427061324,1.4901011108903957,1.2425298924473198,1.365924657642541,0.09490683613225821,349
789,4.736286997795105,1.6135651466872896,0.014719367027282715,0.020113404991277062,921,0.07700094207788671,1000,sigmoid,1,43,<class 'torch.optim.sgd.SGD'>,0.9,True,0.015143713451769436,"{'batch_size': 921, 'lr': 0.07700094207788671, 'max_epochs': 1000, 'module__activation_fun': 'sigmoid', 'module__hidden_layers': 1, 'module__num_units': 43, 'optimizer': <class 'torch.optim.sgd.SGD'>, 'optimizer__momentum': 0.9, 'optimizer__nesterov': True, 'optimizer__weight_decay': 0.015143713451769436}",1.2699780637272318,1.246534458788714,1.348220516808499,1.5052514970302582,1.4242523219576455,1.4472663223855478,1.4240274302717437,1.3081626233301664,1.4533379160820092,1.3489749649483147,1.3776006115330133,0.08153602377255198,348
119,2.0469472885131834,0.4862644846870347,0.013546419143676759,0.02016087103037237,798,0.02137952264246273,1000,tanh,2,46,<class 'torch.optim.sgd.SGD'>,0.9,True,0.053413787220768186,"{'batch_size': 798, 'lr': 0.02137952264246273, 'max_epochs': 1000, 'module__activation_fun': 'tanh', 'module__hidden_layers': 2, 'module__num_units': 46, 'optimizer': <class 'torch.optim.sgd.SGD'>, 'optimizer__momentum': 0.9, 'optimizer__nesterov': True, 'optimizer__weight_decay': 0.053413787220768186}",1.3660776698331636,1.2253266052952163,1.390653110592437,1.5839298528836185,1.456855148077011,1.4945855572035438,1.428460406601653,1.3329425959714822,1.36882197957738,1.1533742399999138,1.380102716603542,0.11870215486075665,347
13,5.060935544967651,1.7370871565043269,0.0188007116317749,0.028045467789626462,904,0.019344427653310788,1000,tanh,2,69,<class 'torch.optim.sgd.SGD'>,0.9,True,0.04340737779491421,"{'batch_size': 904, 'lr': 0.019344427653310788, 'max_epochs': 1000, 'module__activation_fun': 'tanh', 'module__hidden_layers': 2, 'module__num_units': 69, 'optimizer': <class 'torch.optim.sgd.SGD'>, 'optimizer__momentum': 0.9, 'optimizer__nesterov': True, 'optimizer__weight_decay': 0.04340737779491421}",1.4302157731656742,1.2136061668844151,1.3744236314599227,1.454531323290745,1.4651257648111735,1.3904732443336258,1.4327689062495876,1.4236624579792632,1.4859148880704902,1.1523719481333639,1.3823094104378264,0.10527143854916048,346
169,8.168993544578552,4.012309979690264,0.003538346290588379,0.0008336916367512471,991,0.01098455119715724,1000,tanh,1,96,<class 'torch.optim.sgd.SGD'>,0.9,True,0.039401702413867506,"{'batch_size': 991, 'lr': 0.01098455119715724, 'max_epochs': 1000, 'module__activation_fun': 'tanh', 'module__hidden_layers': 1, 'module__num_units': 96, 'optimizer': <class 'torch.optim.sgd.SGD'>, 'optimizer__momentum': 0.9, 'optimizer__nesterov': True, 'optimizer__weight_decay': 0.039401702413867506}",1.2919074633627905,1.2571244603092957,1.4210037044564585,1.5631888130105527,1.3904602852530945,1.4953816580144983,1.4361801300393908,1.3287524983735013,1.5172587601762069,1.3048517137314335,1.4006109486727225,0.0987634124496999,345
90,8.250696754455566,1.8048942107024075,0.016750454902648926,0.02441457769016347,737,0.17663398490646753,1000,sigmoid,1,39,<class 'torch.optim.sgd.SGD'>,0.9,True,0.008813180633454432,"{'batch_size': 737, 'lr': 0.17663398490646753, 'max_epochs': 1000, 'module__activation_fun': 'sigmoid', 'module__hidden_layers': 1, 'module__num_units': 39, 'optimizer': <class 'torch.optim.sgd.SGD'>, 'optimizer__momentum': 0.9, 'optimizer__nesterov': True, 'optimizer__weight_decay': 0.008813180633454432}",1.5570929721558004,1.1755787850658697,1.2987370939183056,1.4453255304772603,1.5695237627154903,1.9474468302906007,1.3117435919611078,1.2276676189070357,1.3671253819886904,1.1384577329806758,1.4038699300460837,0.2286068632148502,344
273,4.8171719789505,1.0203763993697066,0.008851408958435059,0.01580768588698961,1082,0.01118826850022014,1000,tanh,1,45,<class 'torch.optim.sgd.SGD'>,0.9,False,0.0584320526571584,"{'batch_size': 1082, 'lr': 0.01118826850022014, 'max_epochs': 1000, 'module__activation_fun': 'tanh', 'module__hidden_layers': 1, 'module__num_units': 45, 'optimizer': <class 'torch.optim.sgd.SGD'>, 'optimizer__momentum': 0.9, 'optimizer__nesterov': False, 'optimizer__weight_decay': 0.0584320526571584}",1.3214831770698827,1.284451972497137,1.443206060201602,1.5499373321470462,1.4051057906695326,1.5054754379548525,1.448183929505653,1.3345892286782426,1.514475775672529,1.2890706437103676,1.4095979348106844,0.09279246968712479,343
690,4.528806352615357,0.7031300949341343,0.013709068298339844,0.018674040654415174,1072,0.028788761940662874,1000,tanh,2,31,<class 'torch.optim.sgd.SGD'>,0.9,False,0.08945084391814008,"{'batch_size': 1072, 'lr': 0.028788761940662874, 'max_epochs': 1000, 'module__activation_fun': 'tanh', 'module__hidden_layers': 2, 'module__num_units': 31, 'optimizer': <class 'torch.optim.sgd.SGD'>, 'optimizer__momentum': 0.9, 'optimizer__nesterov': False, 'optimizer__weight_decay': 0.08945084391814008}",1.3052724348871332,1.3020757021648544,1.387527159786314,1.5411545603178947,1.4078304988885284,1.5394824660362159,1.386970379018694,1.4861032851880653,1.4409553856777966,1.321690775792707,1.4119062647758203,0.0849323082993627,342
