,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_alpha,param_batch_size,param_early_stopping,param_hidden_layer_sizes,param_learning_rate,param_learning_rate_init,param_max_iter,param_n_iter_no_change,param_random_state,param_solver,param_tol,param_validation_fraction,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
230,0.9351741313934326,0.10075480275535031,0.0013840198516845703,0.00039764648272621483,logistic,0.008618302346762818,821,False,"(10, 10)",adaptive,0.033164452163302875,1000,25,69,sgd,0.0010071689979699143,0.2,"{'activation': 'logistic', 'alpha': 0.008618302346762818, 'batch_size': 821, 'early_stopping': False, 'hidden_layer_sizes': (10, 10), 'learning_rate': 'adaptive', 'learning_rate_init': 0.033164452163302875, 'max_iter': 1000, 'n_iter_no_change': 25, 'random_state': 69, 'solver': 'sgd', 'tol': 0.0010071689979699143, 'validation_fraction': 0.2}",1.166282784454,1.3121354593848487,1.2432013510497872,1.0135298690841796,1.087486737373233,1.0751520873357014,1.2254283952623761,1.1486635753486214,1.1718272909551877,1.1226152768770137,1.1566322827124949,0.08357718202806927,431
190,0.6201048612594604,0.07460244841292597,0.0014425277709960937,0.00037118275489291804,logistic,0.07327810546923968,683,False,"(10, 10)",adaptive,0.07017743587474322,1000,10,69,sgd,0.0010591694234120428,0.2,"{'activation': 'logistic', 'alpha': 0.07327810546923968, 'batch_size': 683, 'early_stopping': False, 'hidden_layer_sizes': (10, 10), 'learning_rate': 'adaptive', 'learning_rate_init': 0.07017743587474322, 'max_iter': 1000, 'n_iter_no_change': 10, 'random_state': 69, 'solver': 'sgd', 'tol': 0.0010591694234120428, 'validation_fraction': 0.2}",1.1777035951406993,1.278473467987817,1.2613814211444145,1.0477029881889568,1.080437712368055,1.0833087367878858,1.2096139403533872,1.159725320349959,1.1522951296555555,1.1256828175517457,1.1576325129528473,0.07286460141559936,430
132,1.1993760347366333,0.20239965225080647,0.001179671287536621,1.8076295422552545e-05,tanh,0.03965468615832986,978,False,"(10, 10)",adaptive,0.02339623034321691,1000,25,69,adam,0.0010100715690917548,0.2,"{'activation': 'tanh', 'alpha': 0.03965468615832986, 'batch_size': 978, 'early_stopping': False, 'hidden_layer_sizes': (10, 10), 'learning_rate': 'adaptive', 'learning_rate_init': 0.02339623034321691, 'max_iter': 1000, 'n_iter_no_change': 25, 'random_state': 69, 'solver': 'adam', 'tol': 0.0010100715690917548, 'validation_fraction': 0.2}",1.1434915792195903,1.3093919541229375,1.2500604091487126,1.0362795992169795,1.0188603520529527,1.1280877184014781,1.2361517278392131,1.1507288041755226,1.1620752010361652,1.153265487359666,1.158839283257322,0.0853628261773864,429
139,0.44503862857818605,0.04085722495535774,0.0011223554611206055,4.0804732095559885e-05,logistic,0.08424684699801442,323,False,"(10,)",adaptive,0.08243454494007695,1000,10,69,sgd,0.0010855249475611767,0.2,"{'activation': 'logistic', 'alpha': 0.08424684699801442, 'batch_size': 323, 'early_stopping': False, 'hidden_layer_sizes': (10,), 'learning_rate': 'adaptive', 'learning_rate_init': 0.08243454494007695, 'max_iter': 1000, 'n_iter_no_change': 10, 'random_state': 69, 'solver': 'sgd', 'tol': 0.0010855249475611767, 'validation_fraction': 0.2}",1.1607840941416403,1.2839205186626326,1.2516119855240955,1.072078713124932,1.093104438463691,1.0706722564022175,1.2177387089271734,1.1806075371008007,1.1645202265500838,1.1024748629893306,1.1597513341886596,0.07142945109647979,428
305,0.7303627729415894,0.2289504558641244,0.0037680625915527343,0.006931423153509381,tanh,0.0725725281726215,450,False,"(25, 25)",constant,0.02382744016280252,1000,10,69,sgd,0.0010921337137225551,0.2,"{'activation': 'tanh', 'alpha': 0.0725725281726215, 'batch_size': 450, 'early_stopping': False, 'hidden_layer_sizes': (25, 25), 'learning_rate': 'constant', 'learning_rate_init': 0.02382744016280252, 'max_iter': 1000, 'n_iter_no_change': 10, 'random_state': 69, 'solver': 'sgd', 'tol': 0.0010921337137225551, 'validation_fraction': 0.2}",1.1679397945852525,1.2831783214059866,1.235212647527169,1.0298448341192061,1.106615527739295,1.130820586661923,1.2156769654913553,1.2306670982540244,1.1335872248363525,1.0902142392552645,1.1623757239875827,0.07425604252123096,427
204,1.6231316566467284,0.261919427550526,0.0018440485000610352,0.0004859332263291126,logistic,0.05101657755707853,832,False,"(25, 25)",adaptive,0.10731871976782818,1000,25,69,adam,0.0010883989794474493,0.2,"{'activation': 'logistic', 'alpha': 0.05101657755707853, 'batch_size': 832, 'early_stopping': False, 'hidden_layer_sizes': (25, 25), 'learning_rate': 'adaptive', 'learning_rate_init': 0.10731871976782818, 'max_iter': 1000, 'n_iter_no_change': 25, 'random_state': 69, 'solver': 'adam', 'tol': 0.0010883989794474493, 'validation_fraction': 0.2}",1.2182814653812968,1.2166230761809962,1.274794980847034,1.0244784538709522,1.1284733431435408,1.1452090864551285,1.214040532824272,1.113765287150799,1.1369202479553884,1.1543758474089867,1.1626962321218395,0.06701433988523964,426
222,1.340385413169861,0.20325858395907437,0.0021638870239257812,0.0004597821783864676,tanh,0.0892656569969585,637,False,"(100,)",constant,0.05838118473652359,1000,10,69,adam,0.0010073047410275272,0.2,"{'activation': 'tanh', 'alpha': 0.0892656569969585, 'batch_size': 637, 'early_stopping': False, 'hidden_layer_sizes': (100,), 'learning_rate': 'constant', 'learning_rate_init': 0.05838118473652359, 'max_iter': 1000, 'n_iter_no_change': 10, 'random_state': 69, 'solver': 'adam', 'tol': 0.0010073047410275272, 'validation_fraction': 0.2}",1.1658556125950383,1.2714428533260096,1.315832547714854,0.9795785627604181,1.0723506906388147,1.0748586340800967,1.244814492173014,1.1980368782282451,1.1878868686174264,1.117164079159323,1.162782121929324,0.09767109246884599,425
479,0.5387926578521729,0.12912033005258233,0.0012398958206176758,0.00018940714566335448,tanh,0.013646940368177495,131,False,"(10, 10)",constant,0.012151664482190785,1000,10,69,sgd,0.0010508054970279975,0.2,"{'activation': 'tanh', 'alpha': 0.013646940368177495, 'batch_size': 131, 'early_stopping': False, 'hidden_layer_sizes': (10, 10), 'learning_rate': 'constant', 'learning_rate_init': 0.012151664482190785, 'max_iter': 1000, 'n_iter_no_change': 10, 'random_state': 69, 'solver': 'sgd', 'tol': 0.0010508054970279975, 'validation_fraction': 0.2}",1.1913382561041734,1.3288913292351607,1.211895268442982,1.0645580574579843,1.126385128436782,1.0775084925129927,1.1774012813283654,1.2253475814625279,1.1734785993412205,1.0822162497843257,1.1659020244106513,0.07726591459263933,424
378,0.9131898880004883,0.1653482382337938,0.0011479377746582032,0.0001583074876871639,logistic,0.09960721245043402,981,False,"(10,)",constant,0.10993845234044484,1000,50,69,sgd,0.001009477360951304,0.2,"{'activation': 'logistic', 'alpha': 0.09960721245043402, 'batch_size': 981, 'early_stopping': False, 'hidden_layer_sizes': (10,), 'learning_rate': 'constant', 'learning_rate_init': 0.10993845234044484, 'max_iter': 1000, 'n_iter_no_change': 50, 'random_state': 69, 'solver': 'sgd', 'tol': 0.001009477360951304, 'validation_fraction': 0.2}",1.227050329599827,1.312267657877173,1.2327519473719633,1.092727126386525,1.0854985436493003,1.1142298596331999,1.237250032953226,1.161922164201409,1.141982908889519,1.0588741756610005,1.1664554746223144,0.0782627773298829,423
186,1.2352173805236817,0.3555446297884732,0.001244974136352539,0.00028883113056551334,logistic,0.09426537593134873,115,False,"(10, 10)",adaptive,0.07197180063887647,1000,50,69,adam,0.0010852112767279723,0.2,"{'activation': 'logistic', 'alpha': 0.09426537593134873, 'batch_size': 115, 'early_stopping': False, 'hidden_layer_sizes': (10, 10), 'learning_rate': 'adaptive', 'learning_rate_init': 0.07197180063887647, 'max_iter': 1000, 'n_iter_no_change': 50, 'random_state': 69, 'solver': 'adam', 'tol': 0.0010852112767279723, 'validation_fraction': 0.2}",1.1848211160260365,1.2683737522499978,1.3047043223909105,1.0453552177173007,1.128959241046674,1.1085703741794892,1.2206614861545355,1.1971313880005803,1.1082522023728212,1.0992539110665278,1.1666083011204873,0.07812940640343503,422
278,0.48277955055236815,0.11650893757895615,0.0012268781661987304,3.148884895426182e-05,logistic,0.09706028743448704,163,False,"(25, 25)",invscaling,0.13717756109974522,1000,10,69,adam,0.0010483722675829771,0.2,"{'activation': 'logistic', 'alpha': 0.09706028743448704, 'batch_size': 163, 'early_stopping': False, 'hidden_layer_sizes': (25, 25), 'learning_rate': 'invscaling', 'learning_rate_init': 0.13717756109974522, 'max_iter': 1000, 'n_iter_no_change': 10, 'random_state': 69, 'solver': 'adam', 'tol': 0.0010483722675829771, 'validation_fraction': 0.2}",1.1732696978256378,1.3353223976049249,1.193733991120174,1.1171733066965193,0.9982547015418347,1.0866551375187599,1.2766801874249514,1.1457606283794917,1.14060556137896,1.2155558696571582,1.1683011479148413,0.0905636132238875,421
164,2.1125375509262083,0.25357021918487455,0.0011637210845947266,2.0575675322854555e-05,tanh,0.06933133258818816,1012,False,"(10, 10)",invscaling,0.016510105367770582,1000,50,69,adam,0.001087667433458777,0.2,"{'activation': 'tanh', 'alpha': 0.06933133258818816, 'batch_size': 1012, 'early_stopping': False, 'hidden_layer_sizes': (10, 10), 'learning_rate': 'invscaling', 'learning_rate_init': 0.016510105367770582, 'max_iter': 1000, 'n_iter_no_change': 50, 'random_state': 69, 'solver': 'adam', 'tol': 0.001087667433458777, 'validation_fraction': 0.2}",1.2067509435772734,1.2858547588046865,1.245982347980679,1.0574414016734563,1.053112076433495,1.147532638049863,1.2302198854024313,1.2148025453759477,1.1823853829505002,1.1459353492312134,1.1770017329479543,0.07297893287576086,420
251,1.5928428411483764,0.22278105315296926,0.0035726070404052735,0.00696179427196707,tanh,0.047365329864339605,107,False,"(25,)",constant,0.01590200394826468,1000,25,69,sgd,0.0010691595355478926,0.2,"{'activation': 'tanh', 'alpha': 0.047365329864339605, 'batch_size': 107, 'early_stopping': False, 'hidden_layer_sizes': (25,), 'learning_rate': 'constant', 'learning_rate_init': 0.01590200394826468, 'max_iter': 1000, 'n_iter_no_change': 25, 'random_state': 69, 'solver': 'sgd', 'tol': 0.0010691595355478926, 'validation_fraction': 0.2}",1.1620280839954973,1.2185202782310123,1.2784315515774138,1.0733466045940614,1.0769419892023921,1.167787158167283,1.3261882504054898,1.2896182215736742,1.1284652839041422,1.0880562012590265,1.1809383622909992,0.0883903098208813,419
218,0.5346965551376343,0.1214995945480147,0.0011443853378295898,5.8520125574708986e-05,logistic,0.004598643146271564,166,False,"(10, 10)",invscaling,0.04789391404259135,1000,10,69,adam,0.0010123521783469021,0.2,"{'activation': 'logistic', 'alpha': 0.004598643146271564, 'batch_size': 166, 'early_stopping': False, 'hidden_layer_sizes': (10, 10), 'learning_rate': 'invscaling', 'learning_rate_init': 0.04789391404259135, 'max_iter': 1000, 'n_iter_no_change': 10, 'random_state': 69, 'solver': 'adam', 'tol': 0.0010123521783469021, 'validation_fraction': 0.2}",1.161982871128766,1.3351908648623247,1.2256555641266265,1.1290416415671805,1.0599893140870946,1.1586412950190148,1.221825897546163,1.1857753129563144,1.1871799085968933,1.1442545068701164,1.1809537176760494,0.06859425693810357,418
402,2.2401843547821043,0.5089924640737981,0.0013477325439453125,1.7919753572293405e-05,logistic,0.08937338126620363,73,False,"(50, 50)",adaptive,0.06863707264430995,1000,50,69,adam,0.001017900870115913,0.2,"{'activation': 'logistic', 'alpha': 0.08937338126620363, 'batch_size': 73, 'early_stopping': False, 'hidden_layer_sizes': (50, 50), 'learning_rate': 'adaptive', 'learning_rate_init': 0.06863707264430995, 'max_iter': 1000, 'n_iter_no_change': 50, 'random_state': 69, 'solver': 'adam', 'tol': 0.001017900870115913, 'validation_fraction': 0.2}",1.1491730102243343,1.2908731842931715,1.2550180049100228,1.0057115353031476,1.0803217508687872,1.1053151495403994,1.3398601774435341,1.186185548305192,1.2754638702760102,1.1281447894773413,1.181606702064194,0.10105985965275588,417
20,1.0601112365722656,0.04542063749179082,0.004089832305908203,0.008136546361252562,logistic,0.045420420058007775,1210,False,"(50, 50)",invscaling,0.07380164009120753,1000,25,69,adam,0.0010565900898350925,0.2,"{'activation': 'logistic', 'alpha': 0.045420420058007775, 'batch_size': 1210, 'early_stopping': False, 'hidden_layer_sizes': (50, 50), 'learning_rate': 'invscaling', 'learning_rate_init': 0.07380164009120753, 'max_iter': 1000, 'n_iter_no_change': 25, 'random_state': 69, 'solver': 'adam', 'tol': 0.0010565900898350925, 'validation_fraction': 0.2}",1.1646326921560075,1.3773749604528,1.2163766930815465,1.0901796670034354,1.074210184944569,1.1424258285375677,1.2406803261395425,1.1560555166910522,1.1850504574944958,1.1700411181926103,1.1817027444693626,0.08095580389054344,416
