,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_alpha,param_batch_size,param_early_stopping,param_hidden_layer_sizes,param_learning_rate,param_learning_rate_init,param_max_iter,param_momentum,param_n_iter_no_change,param_random_state,param_solver,param_tol,param_validation_fraction,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
72,1.2767776727676392,0.26386949085357875,0.0030805349349975588,0.0036799674378611047,logistic,0.07,1000,True,"(12, 12)",constant,0.2,500,0.45,15,69,sgd,0.001,0.2,"{'activation': 'logistic', 'alpha': 0.07, 'batch_size': 1000, 'early_stopping': True, 'hidden_layer_sizes': (12, 12), 'learning_rate': 'constant', 'learning_rate_init': 0.2, 'max_iter': 500, 'momentum': 0.45, 'n_iter_no_change': 15, 'random_state': 69, 'solver': 'sgd', 'tol': 0.001, 'validation_fraction': 0.2}",1.3140408018620369,1.2295425322080964,1.4076649694999797,1.3807425974595007,1.4063258663668914,1.416612703035319,1.3678244170094245,1.351440883514869,1.4649873365529589,1.1549001645441794,1.3494082272053256,0.08904245858592494,46
66,1.778003454208374,0.3497464933115685,0.021858525276184083,0.0291586930767699,logistic,0.07,1000,True,"(10, 10)",constant,0.22,500,0.45,15,69,sgd,0.001,0.2,"{'activation': 'logistic', 'alpha': 0.07, 'batch_size': 1000, 'early_stopping': True, 'hidden_layer_sizes': (10, 10), 'learning_rate': 'constant', 'learning_rate_init': 0.22, 'max_iter': 500, 'momentum': 0.45, 'n_iter_no_change': 15, 'random_state': 69, 'solver': 'sgd', 'tol': 0.001, 'validation_fraction': 0.2}",1.4493054509502175,1.306592913753341,1.5242634512425117,1.4749903380344658,1.5016013705202367,1.4801470753414652,1.4621266969257893,1.3359155541848444,1.4737521639120226,1.2670485358603498,1.4275743550725246,0.0851151133074321,45
39,1.452276873588562,0.3028514360363506,0.01015458106994629,0.018962640429639965,logistic,0.065,1000,True,"(10, 10)",constant,0.22,500,0.45,15,69,sgd,0.001,0.2,"{'activation': 'logistic', 'alpha': 0.065, 'batch_size': 1000, 'early_stopping': True, 'hidden_layer_sizes': (10, 10), 'learning_rate': 'constant', 'learning_rate_init': 0.22, 'max_iter': 500, 'momentum': 0.45, 'n_iter_no_change': 15, 'random_state': 69, 'solver': 'sgd', 'tol': 0.001, 'validation_fraction': 0.2}",1.4488756111045753,1.306880241951958,1.5243076072982291,1.4747501297708252,1.5017474880351067,1.4823351610947266,1.462091755705625,1.3359715313171352,1.4738026446245156,1.2670673781649613,1.427782954906766,0.0851972565891426,44
12,1.5612446784973144,0.379264988753571,0.009736919403076172,0.02153220782464668,logistic,0.06,1000,True,"(10, 10)",constant,0.22,500,0.45,15,69,sgd,0.001,0.2,"{'activation': 'logistic', 'alpha': 0.06, 'batch_size': 1000, 'early_stopping': True, 'hidden_layer_sizes': (10, 10), 'learning_rate': 'constant', 'learning_rate_init': 0.22, 'max_iter': 500, 'momentum': 0.45, 'n_iter_no_change': 15, 'random_state': 69, 'solver': 'sgd', 'tol': 0.001, 'validation_fraction': 0.2}",1.4484215807618988,1.3071729198893889,1.5243536297688565,1.4745109572380146,1.5018867005302272,1.4830492756874067,1.4620559857169109,1.3360296975140553,1.4738534022768517,1.2670878505107892,1.42784219998944,0.08518599337821145,43
62,1.1569682359695435,0.3606194948443574,0.002726101875305176,0.0024851934936850643,logistic,0.07,1000,True,"(8, 8)",constant,0.24,500,0.55,15,69,sgd,0.001,0.2,"{'activation': 'logistic', 'alpha': 0.07, 'batch_size': 1000, 'early_stopping': True, 'hidden_layer_sizes': (8, 8), 'learning_rate': 'constant', 'learning_rate_init': 0.24, 'max_iter': 500, 'momentum': 0.55, 'n_iter_no_change': 15, 'random_state': 69, 'solver': 'sgd', 'tol': 0.001, 'validation_fraction': 0.2}",1.3622055259495844,1.4017309566603529,1.4423766775849713,1.4815262603202608,1.6013107444578756,1.4113348814467288,1.5144073995596448,1.3959178681721307,1.5224465525262427,1.178002336146686,1.4311259202824478,0.1087298654915515,42
8,1.32118980884552,0.6321577077093656,0.002056264877319336,0.00022784041367632238,logistic,0.06,1000,True,"(8, 8)",constant,0.24,500,0.55,15,69,sgd,0.001,0.2,"{'activation': 'logistic', 'alpha': 0.06, 'batch_size': 1000, 'early_stopping': True, 'hidden_layer_sizes': (8, 8), 'learning_rate': 'constant', 'learning_rate_init': 0.24, 'max_iter': 500, 'momentum': 0.55, 'n_iter_no_change': 15, 'random_state': 69, 'solver': 'sgd', 'tol': 0.001, 'validation_fraction': 0.2}",1.3619954595709967,1.4015517725185445,1.4419968092782136,1.4992957469005253,1.601272214917733,1.3876627013696277,1.5144609236373512,1.4328943671188452,1.524303015343864,1.1765873409590217,1.4342020351614724,0.11026461356581008,41
35,1.6971001863479613,0.36634681174049677,0.0037500619888305663,0.003005544519170791,logistic,0.065,1000,True,"(8, 8)",constant,0.24,500,0.55,15,69,sgd,0.001,0.2,"{'activation': 'logistic', 'alpha': 0.065, 'batch_size': 1000, 'early_stopping': True, 'hidden_layer_sizes': (8, 8), 'learning_rate': 'constant', 'learning_rate_init': 0.24, 'max_iter': 500, 'momentum': 0.55, 'n_iter_no_change': 15, 'random_state': 69, 'solver': 'sgd', 'tol': 0.001, 'validation_fraction': 0.2}",1.3621002983020813,1.401640941183997,1.442185744734499,1.4995429410500476,1.6012914652719357,1.4057096464643344,1.5144334663778662,1.428974899752442,1.5227724859855105,1.1889034353699002,1.4367555324492614,0.10664805793020903,40
34,1.2891845464706422,0.24617491905466837,0.014502596855163575,0.024339877844581477,logistic,0.065,1000,True,"(8, 8)",constant,0.24,500,0.49,15,69,sgd,0.001,0.2,"{'activation': 'logistic', 'alpha': 0.065, 'batch_size': 1000, 'early_stopping': True, 'hidden_layer_sizes': (8, 8), 'learning_rate': 'constant', 'learning_rate_init': 0.24, 'max_iter': 500, 'momentum': 0.49, 'n_iter_no_change': 15, 'random_state': 69, 'solver': 'sgd', 'tol': 0.001, 'validation_fraction': 0.2}",1.306549837748001,1.2311501904827484,1.4727351632318717,1.462619489176869,1.499252774922222,1.510203119306658,1.5402593342987447,1.3929060976582688,1.5513653954186122,1.4098914966030092,1.4376932898847004,0.0984759484082664,39
7,1.2161286354064942,0.3435270293770886,0.0028394222259521484,0.002356994125992681,logistic,0.06,1000,True,"(8, 8)",constant,0.24,500,0.49,15,69,sgd,0.001,0.2,"{'activation': 'logistic', 'alpha': 0.06, 'batch_size': 1000, 'early_stopping': True, 'hidden_layer_sizes': (8, 8), 'learning_rate': 'constant', 'learning_rate_init': 0.24, 'max_iter': 500, 'momentum': 0.49, 'n_iter_no_change': 15, 'random_state': 69, 'solver': 'sgd', 'tol': 0.001, 'validation_fraction': 0.2}",1.3063603704685498,1.2486137421318124,1.4553345296644753,1.4583129387383975,1.5206287565459968,1.5099555014586916,1.5880066795752992,1.367679749706029,1.5513666612417853,1.4102584790269557,1.4416517408557992,0.10336804873979319,38
61,1.019265055656433,0.27140403481619213,0.0027298927307128906,0.0023709061819658867,logistic,0.07,1000,True,"(8, 8)",constant,0.24,500,0.49,15,69,sgd,0.001,0.2,"{'activation': 'logistic', 'alpha': 0.07, 'batch_size': 1000, 'early_stopping': True, 'hidden_layer_sizes': (8, 8), 'learning_rate': 'constant', 'learning_rate_init': 0.24, 'max_iter': 500, 'momentum': 0.49, 'n_iter_no_change': 15, 'random_state': 69, 'solver': 'sgd', 'tol': 0.001, 'validation_fraction': 0.2}",1.3065730377598095,1.2920324953685887,1.5110234763198345,1.4040678692461666,1.4965400669857096,1.5104470682487257,1.6082743723993327,1.4008982793801918,1.5513437037508946,1.4095372942408269,1.4490737663700082,0.09825448126967373,37
1,0.8783400535583497,0.1665389643254808,0.02422819137573242,0.032160904336296856,logistic,0.06,1000,True,"(8, 8)",constant,0.2,500,0.49,15,69,sgd,0.001,0.2,"{'activation': 'logistic', 'alpha': 0.06, 'batch_size': 1000, 'early_stopping': True, 'hidden_layer_sizes': (8, 8), 'learning_rate': 'constant', 'learning_rate_init': 0.2, 'max_iter': 500, 'momentum': 0.49, 'n_iter_no_change': 15, 'random_state': 69, 'solver': 'sgd', 'tol': 0.001, 'validation_fraction': 0.2}",1.5038146396957857,1.3383190779187306,1.5692809470650275,1.6533912628082723,1.5429663337774655,1.3744547675843675,1.6078596853895728,1.1850559040076938,1.585111487422208,1.367907199635111,1.4728161305304235,0.14149842873070764,36
28,0.894033145904541,0.13913326141395174,0.0032453298568725585,0.002629185070228388,logistic,0.065,1000,True,"(8, 8)",constant,0.2,500,0.49,15,69,sgd,0.001,0.2,"{'activation': 'logistic', 'alpha': 0.065, 'batch_size': 1000, 'early_stopping': True, 'hidden_layer_sizes': (8, 8), 'learning_rate': 'constant', 'learning_rate_init': 0.2, 'max_iter': 500, 'momentum': 0.49, 'n_iter_no_change': 15, 'random_state': 69, 'solver': 'sgd', 'tol': 0.001, 'validation_fraction': 0.2}",1.5036651996508879,1.338625432359366,1.5692212401725403,1.6533707463721472,1.5429509453952186,1.374624792830366,1.6079436466755308,1.1849796595580346,1.5852539052923165,1.36794788162731,1.4728583449933716,0.14147862690375873,35
55,0.6400096178054809,0.2486004620371625,0.008027863502502442,0.017783995720231673,logistic,0.07,1000,True,"(8, 8)",constant,0.2,500,0.49,15,69,sgd,0.001,0.2,"{'activation': 'logistic', 'alpha': 0.07, 'batch_size': 1000, 'early_stopping': True, 'hidden_layer_sizes': (8, 8), 'learning_rate': 'constant', 'learning_rate_init': 0.2, 'max_iter': 500, 'momentum': 0.49, 'n_iter_no_change': 15, 'random_state': 69, 'solver': 'sgd', 'tol': 0.001, 'validation_fraction': 0.2}",1.5035163133937062,1.3389370912848488,1.5691617891760388,1.6533504034562057,1.542935758474442,1.5613190491192952,1.6503480591153552,1.1849034211219467,1.5853969695331396,1.3679885296941023,1.495785738436908,0.14362774560630856,34
25,1.0845316410064698,0.3065445033598078,0.0025373458862304687,0.0012603908568896848,logistic,0.06,1000,True,"(12, 12)",constant,0.24,500,0.49,15,69,sgd,0.001,0.2,"{'activation': 'logistic', 'alpha': 0.06, 'batch_size': 1000, 'early_stopping': True, 'hidden_layer_sizes': (12, 12), 'learning_rate': 'constant', 'learning_rate_init': 0.24, 'max_iter': 500, 'momentum': 0.49, 'n_iter_no_change': 15, 'random_state': 69, 'solver': 'sgd', 'tol': 0.001, 'validation_fraction': 0.2}",1.673663845077314,1.2777939172229067,1.5343968758658717,1.605325937018486,1.5845569230589547,1.5061874972521883,1.656753483955515,1.4114947487445257,1.5381974068345443,1.263299448601055,1.5051670083631363,0.137340299310495,33
52,1.089526891708374,0.20892055520568356,0.008310794830322266,0.01889205339373453,logistic,0.065,1000,True,"(12, 12)",constant,0.24,500,0.49,15,69,sgd,0.001,0.2,"{'activation': 'logistic', 'alpha': 0.065, 'batch_size': 1000, 'early_stopping': True, 'hidden_layer_sizes': (12, 12), 'learning_rate': 'constant', 'learning_rate_init': 0.24, 'max_iter': 500, 'momentum': 0.49, 'n_iter_no_change': 15, 'random_state': 69, 'solver': 'sgd', 'tol': 0.001, 'validation_fraction': 0.2}",1.6737807332816923,1.2778005122698546,1.5345035631370532,1.6055264416430794,1.5845134108112833,1.5061822508437037,1.6605753703216533,1.4109460520441062,1.5396302545405531,1.263294222210433,1.505675281110341,0.13786680802589207,32
